kode;nama;level;issummary;defsign
"5.1.6.05.111";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Sumur Bandung Kecamatan Jayanti";4;0;-1;
"5.1.6.05.112";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Cikande Kecamatan Jayanti";4;0;-1;
"5.1.6.05.113";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pasir Gintung Kecamatan Jayanti";4;0;-1;
"5.1.6.05.114";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pangkat Kecamatan Jayanti";4;0;-1;
"5.1.6.05.115";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Dangdeur Kecamatan Jayanti";4;0;-1;
"5.1.6.05.116";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pabuaran Kecamatan Jayanti";4;0;-1;
"5.1.6.05.117";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kubang Kecamatan Sukamulya";4;0;-1;
"5.1.6.05.118";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Parahu Kecamatan Sukamulya";4;0;-1;
"5.1.6.05.119";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Suka Mulya Kecamatan Sukamulya";4;0;-1;
"5.1.6.05.120";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kali Asin Kecamatan Sukamulya";4;0;-1;
"5.1.6.05.121";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Merak Kecamatan Sukamulya";4;0;-1;
"5.1.6.05.122";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Bunar Kecamatan Sukamulya";4;0;-1;
"5.1.6.05.123";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Benda Kecamatan Sukamulya";4;0;-1;
"5.1.6.05.124";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Buni Ayu Kecamatan Sukamulya";4;0;-1;
"5.1.6.05.125";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Koper Kecamatan Kresek";4;0;-1;
"5.1.6.05.126";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pasir Ampo Kecamatan Kresek";4;0;-1;
"5.1.6.05.127";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Patrasana Kecamatan Kresek";4;0;-1;
"5.1.6.05.128";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Renged Kecamatan Kresek";4;0;-1;
"5.1.6.05.129";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Talok Kecamatan Kresek";4;0;-1;
"5.1.6.05.130";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Jengkol Kecamatan Kresek";4;0;-1;
"5.1.6.05.131";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kemuning Kecamatan Kresek";4;0;-1;
"5.1.6.05.132";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Ranca Ilat Kecamatan Kresek";4;0;-1;
"5.1.6.05.133";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kresek Kecamatan Kresek";4;0;-1;
"5.1.6.05.134";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kandawati Kecamatan Gunung Kaler";4;0;-1;
"5.1.6.05.135";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Cibetok Kecamatan Gunung Kaler";4;0;-1;
"5.1.6.05.136";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tamiang Kecamatan Gunung Kaler";4;0;-1;
"5.1.6.05.137";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Cipaeh Kecamatan Gunung Kaler";4;0;-1;
"5.1.6.05.138";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kedung Kecamatan Gunung Kaler";4;0;-1;
"5.1.6.05.139";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Onyam Kecamatan Gunung Kaler";4;0;-1;
"5.1.6.05.140";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Gunung Kaler Kecamatan Gunung Kaler";4;0;-1;
"5.1.6.05.141";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Sidoko Kecamatan Gunung Kaler";4;0;-1;
"5.1.6.05.142";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Ranca Gede Kecamatan Gunung Kaler";4;0;-1;
"5.1.6.05.143";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Blukbuk Kecamatan Kronjo";4;0;-1;
"5.1.6.05.144";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Bakung Kecamatan Kronjo";4;0;-1;
"5.1.6.05.145";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pasir Kecamatan Kronjo";4;0;-1;
"5.1.6.05.146";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Cirumpak Kecamatan Kronjo";4;0;-1;
"5.1.6.05.147";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pagedangan Udik Kecamatan Kronjo";4;0;-1;
"5.1.6.05.148";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pasilian Kecamatan Kronjo";4;0;-1;
"5.1.6.05.149";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pagenjahan Kecamatan Kronjo";4;0;-1;
"5.1.6.05.150";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Muncung Kecamatan Kronjo";4;0;-1;
"5.1.6.05.151";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kronjo Kecamatan Kronjo";4;0;-1;
"5.1.6.05.152";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pagedangan Ilir Kecamatan Kronjo";4;0;-1;
"5.1.6.05.153";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Gandaria Kecamatan Mekar Baru";4;0;-1;
"5.1.6.05.154";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kosambi Dalam Kecamatan Mekar Baru";4;0;-1;
"5.1.6.05.155";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Klutuk Kecamatan Mekar Baru";4;0;-1;
"5.1.6.05.156";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Mekar Baru Kecamatan Mekar Baru";4;0;-1;
"5.1.6.05.157";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Waliwis Kecamatan Mekar Baru";4;0;-1;
"5.1.6.05.158";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Cijeruk Kecamatan Mekar Baru";4;0;-1;
"5.1.6.05.159";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kedaung Kecamatan Mekar Baru";4;0;-1;
"5.1.6.05.160";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Jenggot Kecamatan Mekar Baru";4;0;-1;
"5.1.6.05.161";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Gunung Sari Kecamatan Mauk";4;0;-1;
"5.1.6.05.162";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Sasak Kecamatan Mauk";4;0;-1;
"5.1.6.05.163";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kedung Dalem Kecamatan Mauk";4;0;-1;
"5.1.6.05.164";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tegal Kunir Kidul Kecamatan Mauk";4;0;-1;
"5.1.6.05.165";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Jati Waringin Kecamatan Mauk";4;0;-1;
"5.1.6.05.166";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tegal Kunir Lor Kecamatan Mauk";4;0;-1;
"5.1.6.05.167";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Banyu Asih Kecamatan Mauk";4;0;-1;
"5.1.6.05.168";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Mauk Barat Kecamatan Mauk";4;0;-1;
"5.1.6.05.169";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Ketapang Kecamatan Mauk";4;0;-1;
"5.1.6.05.170";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Marga Mulya Kecamatan Mauk";4;0;-1;
"5.1.6.05.171";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tanjung Anom Kecamatan Mauk";4;0;-1;
"5.1.6.05.172";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Legok Sukamaju Kecamatan Kemiri";4;0;-1;
"5.1.6.05.173";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Ranca Labuh Kecamatan Kemiri";4;0;-1;
"5.1.6.05.174";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kemiri Kecamatan Kemiri";4;0;-1;
"5.1.6.05.175";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kelebet Kecamatan Kemiri";4;0;-1;
"5.1.6.05.176";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Patra Manggala Kecamatan Kemiri";4;0;-1;
"5.1.6.05.177";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Karang Anyar Kecamatan Kemiri";4;0;-1;
"5.1.6.05.178";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Lontar Kecamatan Kemiri";4;0;-1;
"5.1.6.05.179";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Buaran Jati Kecamatan Sukadiri";4;0;-1;
"5.1.6.05.180";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Gintung Kecamatan Sukadiri";4;0;-1;
"5.1.6.05.181";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kosambi Kecamatan Sukadiri";4;0;-1;
"5.1.6.05.182";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Mekar Kondang Kecamatan Sukadiri";4;0;-1;
"5.1.6.05.183";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pekayon Kecamatan Sukadiri";4;0;-1;
"5.1.6.05.184";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Sukadiri Kecamatan Sukadiri";4;0;-1;
"5.1.6.05.185";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Rawa Kidang Kecamatan Sukadiri";4;0;-1;
"5.1.6.05.186";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Karang Serang Kecamatan Sukadiri";4;0;-1;
"5.1.6.05.187";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Jambu Karya Kecamatan Rajeg";4;0;-1;
"5.1.6.05.188";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Daon Kecamatan Rajeg";4;0;-1;
"5.1.6.05.189";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Mekar Sari Kecamatan Rajeg";4;0;-1;
"5.1.6.05.190";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Suka Sari Kecamatan Rajeg";4;0;-1;
"5.1.6.05.191";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Rajegmulya Kecamatan Rajeg";4;0;-1;
"5.1.6.05.192";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Rajeg Kecamatan Rajeg";4;0;-1;
"5.1.6.05.193";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Suka Manah Kecamatan Rajeg";4;0;-1;
"5.1.6.05.194";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pangarengan Kecamatan Rajeg";4;0;-1;
"5.1.6.05.195";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Ranca Bango Kecamatan Rajeg";4;0;-1;
"5.1.6.05.196";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Lembang Sari Kecamatan Rajeg";4;0;-1;
"5.1.6.05.197";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tanjakan Kecamatan Rajeg";4;0;-1;
"5.1.6.05.198";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tanjakan Mekar Kecamatan Rajeg";4;0;-1;
"5.1.6.05.199";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Mekar Jaya Kecamatan Sepatan";4;0;-1;
"5.1.6.05.200";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Karet Kecamatan Sepatan";4;0;-1;
"5.1.6.05.201";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pondok Jaya Kecamatan Sepatan";4;0;-1;
"5.1.6.05.202";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pisangan Jaya Kecamatan Sepatan";4;0;-1;
"5.1.6.05.203";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Sarakan Kecamatan Sepatan";4;0;-1;
"5.1.6.05.204";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kayu Bongkok Kecamatan Sepatan";4;0;-1;
"5.1.6.05.205";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kayu Agung Kecamatan Sepatan";4;0;-1;
"5.1.6.05.206";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Lebak Wangi Kecamatan Sepatan Timur";4;0;-1;
"5.1.6.05.207";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kedaung Barat Kecamatan Sepatan Timur";4;0;-1;
"5.1.6.05.208";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Jati Mulya Kecamatan Sepatan Timur";4;0;-1;
"5.1.6.05.209";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tanah Merah Kecamatan Sepatan Timur";4;0;-1;
"5.1.6.05.210";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Sangiang Kecamatan Sepatan Timur";4;0;-1;
"5.1.6.05.211";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Gempol Sari Kecamatan Sepatan Timur";4;0;-1;
"5.1.6.05.212";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pondok Kelor Kecamatan Sepatan Timur";4;0;-1;
"5.1.6.05.213";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kampung Kelor Kecamatan Sepatan Timur";4;0;-1;
"5.1.6.05.214";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Bunisari Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.215";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Rawa Boni Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.216";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kiara Payung Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.217";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Gaga Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.218";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Laksana Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.219";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Buaran Bambu Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.220";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Paku alam Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.221";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Buaran Mangga Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.222";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Surya Bahari Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.223";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Sukawali Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.224";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kramat Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.225";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kalibaru Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.226";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kohod Kecamatan Pakuhaji";4;0;-1;
"5.1.6.05.227";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Bojong Renged Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.228";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kebon Cau Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.229";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Teluknaga Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.230";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Babakan Asem Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.231";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kampung Melayu Timur Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.232";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kampung Melayu Barat Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.233";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kampung Besar Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.234";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa L e m o Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.235";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tegal Angus Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.236";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Pangkalan Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.237";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tanjung Burung Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.238";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Tanjung pasir Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.239";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Muara Kecamatan Teluknaga";4;0;-1;
"5.1.6.05.240";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Rawa Rengas Kecamatan Kosambi";4;0;-1;
"5.1.6.05.241";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Rawa Burung Kecamatan Kosambi";4;0;-1;
"5.1.6.05.242";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Belimbing Kecamatan Kosambi";4;0;-1;
"5.1.6.05.243";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Jatimulya Kecamatan Kosambi";4;0;-1;
"5.1.6.05.244";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Kosambi Timur Kecamatan Kosambi";4;0;-1;
"5.1.6.05.245";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Cengklong Kecamatan Kosambi";4;0;-1;
"5.1.6.05.246";"Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa Salembaran Jati Kecamatan Kosambi";4;0;-1;
"5.1.6.06";"Belanja Bagi Hasil Pajak dan Retribusi Daerah kepada Desa";3;1;-1;
"5.1.7";"Belanja Bantuan Keuangan Kepada Provinsi / Kabupaten / Kota dan Pemerintahan Desa";2;1;-1;
"5.1.7.01";"Belanja Bantuan Keuangan Kepada Provinsi";3;1;-1;
"5.1.7.01.01";"Belanja Bantuan Keuangan Kepada  Provinsi";4;0;-1;
"5.1.7.02";"Belanja Bantuan Keuangan Kepada Kabupaten / Kota";3;1;-1;
"5.1.7.02.01";"Belanja Bantuan Keuangan Kepada  Kabupaten / Kota";4;0;-1;
"5.1.7.03";"Belanja Bantuan Keuangan Kepada Pemerintahan Desa";3;1;-1;
"5.1.7.03.001";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Jeungjing Kecamatan Cisoka";4;0;-1;
"5.1.7.03.002";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cisoka Kecamatan Cisoka";4;0;-1;
"5.1.7.03.003";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Sukatani Kecamatan Cisoka";4;0;-1;
"5.1.7.03.004";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cempaka Kecamatan Cisoka";4;0;-1;
"5.1.7.03.005";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Karangharja Kecamatan Cisoka";4;0;-1;
"5.1.7.03.006";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Carenang Kecamatan Cisoka";4;0;-1;
"5.1.7.03.007";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Bojongloa Kecamatan Cisoka";4;0;-1;
"5.1.7.03.008";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Caringin Kecamatan Cisoka";4;0;-1;
"5.1.7.03.009";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Selapajang Kecamatan Cisoka";4;0;-1;
"5.1.7.03.010";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cibugel Kecamatan Cisoka";4;0;-1;
"5.1.7.03.011";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cikasungka Kecamatan Solear";4;0;-1;
"5.1.7.03.012";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cikuya Kecamatan Solear";4;0;-1;
"5.1.7.03.013";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cikareo Kecamatan Solear";4;0;-1;
"5.1.7.03.014";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cireundeu Kecamatan Solear";4;0;-1;
"5.1.7.03.015";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Solear Kecamatan Solear";4;0;-1;
"5.1.7.03.016";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Pasanggrahan Kecamatan Solear";4;0;-1;
"5.1.7.03.017";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Munjul Kecamatan Solear";4;0;-1;
"5.1.7.03.018";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cileles Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.019";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Bantar Panjang Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.020";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Sodong Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.021";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Tapos Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.022";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Marga Sari Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.023";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Mata Gara Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.024";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Pete Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.025";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Tegalsari Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.026";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Pematang Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.027";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Pasir Nangka Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.028";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cisereh Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.029";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Pasir Bolang Kecamatan Tigaraksa";4;0;-1;
"5.1.7.03.030";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Mekarsari Kecamatan Jambe";4;0;-1;
"5.1.7.03.031";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Daru Kecamatan Jambe";4;0;-1;
"5.1.7.03.032";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Sukamanah Kecamatan Jambe";4;0;-1;
"5.1.7.03.033";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Taban Kecamatan Jambe";4;0;-1;
"5.1.7.03.034";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Ancol Pasir Kecamatan Jambe";4;0;-1;
"5.1.7.03.035";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Rancabuaya Kecamatan Jambe";4;0;-1;
"5.1.7.03.036";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Tiparraya Kecamatan Jambe";4;0;-1;
"5.1.7.03.037";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Jambe Kecamatan Jambe";4;0;-1;
"5.1.7.03.038";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Kutruk Kecamatan Jambe";4;0;-1;
"5.1.7.03.039";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Pasir Barat Kecamatan Jambe";4;0;-1;
"5.1.7.03.040";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Budi Mulya Kecamatan Cikupa";4;0;-1;
"5.1.7.03.041";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Bojong Kecamatan Cikupa";4;0;-1;
"5.1.7.03.042";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Cikupa Kecamatan Cikupa";4;0;-1;
"5.1.7.03.043";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Dukuh Kecamatan Cikupa";4;0;-1;
"5.1.7.03.044";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Bitung Jaya Kecamatan Cikupa";4;0;-1;
"5.1.7.03.045";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Suka Damai Kecamatan Cikupa";4;0;-1;
"5.1.7.03.046";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Pasir Jaya Kecamatan Cikupa";4;0;-1;
"5.1.7.03.047";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Pasir Gadung Kecamatan Cikupa";4;0;-1;
"5.1.7.03.048";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Talaga Sari Kecamatan Cikupa";4;0;-1;
"5.1.7.03.049";"Belanja Alokasi Dana Desa dari Dana Perimbangan kepada Pemeritah Desa Talaga Kecamatan Cikupa";4;0;-1;
